# WSCAD Universe'den indirilecek part numaralari
# Kaynak: ureticilerin KENDI katalog PDF'leri -- hicbiri uydurma not
# 3D (.stp) modeli olmayanlar WSCAD'da inmez; inen bozuk dosyalari audit_batch.py eler

### PHOENIX CONTACT -- 807 count (elimizde OLMAYANLAR; UT/UK vidali agirlikli)
160860	ZDU 2.5/2x2AN s
163205	ZDU 4 single le
163209	ZDU 4 single le
160862	ZDU 6 single le
160883	ZDU 6 single le
174675	ZDU 10 single l
174866	ZDU 10 single l
174523	ZDU 16 single l
174515	ZDU 16 single l
101100	WSI 6 5 x 20mm
101220	WSI 6 5 x 20mm
101230	WSI 6 5 x 20mm
101240	WSI 6 5 x 20mm
101400	WSI 6/2 1/4
101420	WSI 6/2 1/4
101430	WSI 6/2 1/4
101440	WSI 6/2 1/4
101110	WTR 2.5 300V/10
1775480000	ZDU 1.5 TS35 30
1776030000	ZDU 1.5 TS35 30
1775530000	ZDU 1.5/3AN TS3
1776060000	ZDU 1.5/3AN TS3
1775580000	ZDU 1.5/4AN TS3
1776090000	ZDU 1.5/4AN TS3
1693800000	WDU
1693880000	WDU
1061200000	WDU
1758250000	WDU
1758260000	WDU
1052360000	WDU
1052260000	WDU
1052560000	WDU
1052460000	WDU
1020400000	WDU
1058800000	WDU
1053260000	WDU
1053360000	WDU
1020500000	WDU
1053060000	WDU
1053160000	WDU
1058700000	WDK
1683800000	WDK
1693879999	WDK
1061100000	WDK
1186740000	WDK
1186720000	WDK
1608860000	WTR
1608940000	WTR
1247290000	WDK
1839850000	WDK
1053660000	WDK
1054460000	WDK
1247420000	WDK
1119840000	WSI
1119830000	WSI
1119850000	WSI
1119800000	WSI
1119810000	WSI
1119820000	WSI
1754210000	WDU
1754290000	WDU
1137790000	WSI
1044440000	WSI
1044450000	WSI
1776120000	ZDU
1776200000	ZDU
1608510000	ZDU
1608740000	ZDU
1632050000	ZDU
1632090000	ZDU
1608950000	ZDU
1609030000	ZDU
1608620000	ZDU
1608830000	ZDU
1627850000	ZDU
1746750000	ZDU
1748660000	ZDU
1739680000	ZDU
1745230000	ZDU
1745150000	ZDU
1739690000	ZDU
1739620000	ZDU
1739700000	ZDU
1674300000	ZDK
1674730000	ZDK
1689990000	ZDK
1608540000	ZDU
1608770000	ZDU
1608570000	ZDU
1608800000	ZDU
1767690000	ZDU
1749580000	ZDU
1796800000	ZDU
1768320000	ZDU
1775510000	ZPE
1608640000	ZPE
1608650000	ZPE
1608660000	ZPE
1632080000	ZPE
1608670000	ZPE
1746770000	ZPE
1767670000	ZPE
1745250000	ZPE
1768310000	ZPE
1608520000	ZDU
1608750000	ZDU
1636780000	ZDU
1608760000	ZDU
1683260000	ZDU
1683660000	ZDU
1683270000	ZDU
1683280000	ZDU
1683680000	ZDU
1683290000	ZDU
